LAMMPS data file via write_data, version 15 Jun 2023, timestep = 6270, units = metal

216 atoms
1 atom types

-4.479751544565269 8.04049665456777 xlo xhi
-4.47975154456527 8.040496654565239 ylo yhi
-4.479751544565273 8.040496654567772 zlo zhi

Masses

1 12.011

Atoms # charge

183 1 0 -0.6228768622338143 -2.786709820956951 -3.8113687002279493 1 0 0
89 1 0 -0.653530811117844 -4.027372782364358 -3.383723255524437 0 0 1
78 1 0 4.629021511819103 -2.4460153182112157 -4.326438343478818 0 0 0
144 1 0 7.832329721822961 -3.463846242114973 -2.317026108065209 -1 1 1
169 1 0 5.866602229317851 -2.2634307953997848 -4.053065368137182 0 0 0
44 1 0 -2.540290289102803 -0.07399388940371576 8.005806277580763 0 0 0
22 1 0 -0.9597456547434895 -1.4415996247572473 -3.704617378567904 0 0 1
10 1 0 -0.40470444055706345 -0.4618912424640129 8.018336500304143 0 0 0
142 1 0 1.4102575448027022 -1.9560269633562344 -2.7555455340386796 0 1 1
75 1 0 2.440604000981234 -1.4803702180624834 -3.161694112775865 0 0 0
96 1 0 3.4370884221535194 -0.39524953286040443 -3.159644697157338 0 0 1
215 1 0 4.2810094014368465 -0.25919239573198727 -4.159574063351704 0 0 1
160 1 0 7.1695887768336055 -1.7734649363339554 -4.360267706531477 0 0 0
176 1 0 -4.230232121095183 2.1003599940750783 -3.224938268473439 1 0 0
45 1 0 -1.916173449415393 0.9170930807896784 -3.77148021848212 0 0 1
27 1 0 -1.7641654956447335 1.9437227721790107 -2.998968799808882 0 0 0
178 1 0 0.010466395972266618 0.7584298175062019 7.862140544468303 0 0 0
185 1 0 7.708292196136891 1.1677181507036574 -2.5506562877684513 0 0 0
170 1 0 -3.8823475683349487 2.947964470116098 -4.0321878121228325 1 0 0
31 1 0 -1.9845420425168787 3.153028803574254 -2.5241160913903644 0 0 0
109 1 0 0.318416461559325 1.9411031380401722 -2.8261615251938386 0 0 0
113 1 0 0.3848523907968193 1.979195987207997 -4.169582290986823 0 0 1
193 1 0 3.3650492058953247 3.4338015520179797 -2.693278656679344 0 0 0
127 1 0 4.246819977653492 2.1921779321288355 8.013405052485993 0 0 -1
42 1 0 4.935065837012316 1.830341423739143 -3.4521883219939618 -1 0 1
59 1 0 -2.943030434805035 5.774379920779182 -3.6418310570352697 0 0 0
60 1 0 -0.06684536632701032 5.045825628543801 -2.60243842403999 0 0 0
73 1 0 0.3635931837396944 4.149499720043266 -3.565201342285512 0 -1 0
104 1 0 3.4653608972489387 4.34411257923569 -3.5715930308468895 0 0 0
198 1 0 5.422208290388032 5.125677375647198 -3.0759510735606206 0 0 0
208 1 0 7.32608809362553 4.289278592926163 -2.6369091720496542 0 0 0
