# LAMMPS data file written by OVITO Basic 3.10.4

216 atoms
1 atom types

-3.56074511 7.12149022 xlo xhi
-3.56074511 7.12149022 ylo yhi
-3.56074511 7.12149022 zlo zhi

Atoms  # charge

1 1 0.0 -3.56074511 -3.56074511 -1.780372555
2 1 0.0 -2.6705588325 -2.6705588325 -0.8901862775
3 1 0.0 -3.56074511 -1.780372555 -3.56074511
4 1 0.0 -0.8901862775 -2.6705588325 -2.6705588325
5 1 0.0 -2.6705588325 -0.8901862775 -2.6705588325
6 1 0.0 -0.8901862775 -0.8901862775 -0.8901862775
7 1 0.0 -1.780372555 -3.56074511 -3.56074511
8 1 0.0 -1.780372555 -1.780372555 -1.780372555
9 1 0.0 -3.56074511 -3.56074511 1.780372555
10 1 0.0 -2.6705588325 -2.6705588325 2.6705588325
11 1 0.0 -3.56074511 -1.780372555 0.0
12 1 0.0 -0.8901862775 -2.6705588325 0.8901862775
13 1 0.0 -2.6705588325 -0.8901862775 0.8901862775
14 1 0.0 -0.8901862775 -0.8901862775 2.6705588325
15 1 0.0 -1.780372555 -3.56074511 0.0
16 1 0.0 -1.780372555 -1.780372555 1.780372555
17 1 0.0 -3.56074511 -3.56074511 5.341117665
18 1 0.0 -2.6705588325 -2.6705588325 6.2313039425
19 1 0.0 -3.56074511 -1.780372555 3.56074511
20 1 0.0 -0.8901862775 -2.6705588325 4.4509313875
21 1 0.0 -2.6705588325 -0.8901862775 4.4509313875
22 1 0.0 -0.8901862775 -0.8901862775 6.2313039425
23 1 0.0 -1.780372555 -3.56074511 3.56074511
24 1 0.0 -1.780372555 -1.780372555 5.341117665
25 1 0.0 -3.56074511 0.0 -1.780372555
26 1 0.0 -2.6705588325 0.8901862775 -0.8901862775
27 1 0.0 -3.56074511 1.780372555 -3.56074511
28 1 0.0 -0.8901862775 0.8901862775 -2.6705588325
29 1 0.0 -2.6705588325 2.6705588325 -2.6705588325
30 1 0.0 -0.8901862775 2.6705588325 -0.8901862775
31 1 0.0 -1.780372555 0.0 -3.56074511
32 1 0.0 -1.780372555 1.780372555 -1.780372555
33 1 0.0 -3.56074511 0.0 1.780372555
34 1 0.0 -2.6705588325 0.8901862775 2.6705588325
35 1 0.0 -3.56074511 1.780372555 0.0
36 1 0.0 -0.8901862775 0.8901862775 0.8901862775
37 1 0.0 -2.6705588325 2.6705588325 0.8901862775
38 1 0.0 -0.8901862775 2.6705588325 2.6705588325
39 1 0.0 -1.780372555 0.0 0.0
40 1 0.0 -1.780372555 1.780372555 1.780372555
41 1 0.0 -3.56074511 0.0 5.341117665
42 1 0.0 -2.6705588325 0.8901862775 6.2313039425
43 1 0.0 -3.56074511 1.780372555 3.56074511
44 1 0.0 -0.8901862775 0.8901862775 4.4509313875
45 1 0.0 -2.6705588325 2.6705588325 4.4509313875
46 1 0.0 -0.8901862775 2.6705588325 6.2313039425
47 1 0.0 -1.780372555 0.0 3.56074511
48 1 0.0 -1.780372555 1.780372555 5.341117665
49 1 0.0 -3.56074511 3.56074511 -1.780372555
50 1 0.0 -2.6705588325 4.4509313875 -0.8901862775
51 1 0.0 -3.56074511 5.341117665 -3.56074511
52 1 0.0 -0.8901862775 4.4509313875 -2.6705588325
53 1 0.0 -2.6705588325 6.2313039425 -2.6705588325
54 1 0.0 -0.8901862775 6.2313039425 -0.8901862775
55 1 0.0 -1.780372555 3.56074511 -3.56074511
56 1 0.0 -1.780372555 5.341117665 -1.780372555
57 1 0.0 -3.56074511 3.56074511 1.780372555
58 1 0.0 -2.6705588325 4.4509313875 2.6705588325
59 1 0.0 -3.56074511 5.341117665 0.0
60 1 0.0 -0.8901862775 4.4509313875 0.8901862775
61 1 0.0 -2.6705588325 6.2313039425 0.8901862775
62 1 0.0 -0.8901862775 6.2313039425 2.6705588325
63 1 0.0 -1.780372555 3.56074511 0.0
64 1 0.0 -1.780372555 5.341117665 1.780372555
65 1 0.0 -3.56074511 3.56074511 5.341117665
66 1 0.0 -2.6705588325 4.4509313875 6.2313039425
67 1 0.0 -3.56074511 5.341117665 3.56074511
68 1 0.0 -0.8901862775 4.4509313875 4.4509313875
69 1 0.0 -2.6705588325 6.2313039425 4.4509313875
70 1 0.0 -0.8901862775 6.2313039425 6.2313039425
71 1 0.0 -1.780372555 3.56074511 3.56074511
72 1 0.0 -1.780372555 5.341117665 5.341117665
73 1 0.0 0.0 -3.56074511 -1.780372555
74 1 0.0 0.8901862775 -2.6705588325 -0.8901862775
75 1 0.0 0.0 -1.780372555 -3.56074511
76 1 0.0 2.6705588325 -2.6705588325 -2.6705588325
